Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,01KKJNH1CEACEMX9ENQFV8NXY9,64980411,2026,E-Katalog 6.0,BLUD,MORITA DENTAL INDO,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD (Belanja Modal Alat Kedokteran Umum),ON PROCESS,40000000,0
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",01KN1BBDHCMDV9KZHEX8MFHZ4F,64400023,2026,E-Katalog 6.0,APBD,ABIZAR CAHAYA ABADI,E-Purchasing,Barang,Belanja Makanan dan Minuman Jamuan Tamu ,ON PROCESS,3599991,3599991
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KKGFEXBF90FV1N2JD5BQBGKH,64110117,2026,E-Katalog 6.0,APBD,KIWARI PRODUCTION,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,298125,298125
KAB. MAJALENGKA,PUSKESMAS JATITUJUH - 1.02.0.00.0.00.01.0017,01KJ9JZHYP3VY0SEM9H6PTPPKH,62614729,2026,E-Katalog 6.0,BLUD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,PAYMENT OUTSIDE SYSTEM,3000000,3000000
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,01KNNCAHSNTED74SCJPT4QVQV5,64478013,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,420000,420000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KHAG9AKTTF0J2DA70MKFZ8X6,63465911,2026,E-Katalog 6.0,APBD,LIA MARLIANA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik,ON PROCESS,24748000,24748000
KAB. MAJALENGKA,PUSKESMAS RAJAGALUH - 1.02.0.00.0.00.01.0020,01KG6RSE51R63ZTH6WQ23KXDSX,65891904,2026,E-Katalog 6.0,APBD,SARI TANI SERA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Rajagaluh),PAYMENT OUTSIDE SYSTEM,4097464,4097464
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10795358000,65892939,2026,Non Tender,APBD,CV TRIANA AL MANDIRI,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Palasah - Maodin),BERLANGSUNG,398364813,398364813
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10768616000,64816999,2026,Non Tender,APBD,CV. CIFAS,Pengadaan Langsung,Pengadaan Barang,"Belanja Bahan-Bahan Bangunan dan Konstruksi (Bahan Pemeliharaan Saluran Induk Lojikobong (Blk.1 - Blk.2) Lanjutan, Bahan Pemeliharaan Saluran Induk Lojikobong (Blk.3 - Blk.4), Bahan Pemeliharaan Saluran Induk Lojikobong (Blk.4 - Blk.5), Bahan Pemeliharaan Saluran Induk Lojikobong (Blk.6 - Blk.7) Lanjutan) pada UPTD SDA Sumberjaya",SELESAI,50480558,0
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,01KH2WSB5AABJX2PSSAG43WP37,64141669,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor - Bahan Komputer (Tinta),ON PROCESS,4624975,4624975
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10786809000,65897145,2026,Non Tender,APBD,CV. ANDIS KARYA TEKNIK,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Siti Armilah),SELESAI,398054358,398054358
KAB. MAJALENGKA,PUSKESMAS TALAGA - 1.02.0.00.0.00.01.0004,01KN3XKCWC4TX4E6NYRXF6VCXW,66026518,2026,E-Katalog 6.0,APBD,IRMA DEWI,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD  ,ON PROCESS,1740000,1740000
KAB. MAJALENGKA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,01KNTJYBNQASBRV6SN1Q8CX4Y1,64134767,2026,E-Katalog 6.0,APBD,BAYOR JAYA,E-Purchasing,Barang,Belanja Pakaian Dinas Lapangan (PDL),ON PROCESS,30969000,30969000
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,01KJEBGKDTM9GCN2M7Y9FX8Y42,64451014,2026,E-Katalog 6.0,APBD,BERKAH AZKA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD- UPTD Puskesmas Sumberjaya,PAYMENT OUTSIDE SYSTEM,3720000,3720000
KAB. MAJALENGKA,DINAS LINGKUNGAN HIDUP - 2.11.1.03.0.00.01.0000,01KKFVSB4NPXZRY6QWNPMQNPEG,64059367,2026,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Penjilidan,ON PROCESS,350000,350000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",01KGH23GDB5WDDPDF6Y7JBQY3B,64785929,2026,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Alat Listrik ,ON PROCESS,8970000,8970000
KAB. MAJALENGKA,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.01.0000,01KJ771A15937FFHC2YHCS8233,64023569,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Penatausahaan Barang Milik Daerah pada SKPD,ON PROCESS,2020000,2020000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",01KGPCRN1RRVA0FA152RW9WJDN,64924401,2026,E-Katalog 6.0,APBD,MUHAMAD WINDU NATA KUSUMAH,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,2625000,2625000
KAB. MAJALENGKA,DINAS PARIWISATA DAN KEBUDAYAAN - 3.26.2.22.0.00.01.0000,01KH083TQ3QJ9J6R1G2Q1A0C48,64924351,2026,E-Katalog 6.0,APBD,ALHAMDULILLAH,E-Purchasing,Barang,Koordinasi dan Penyusunan DPA-SKPD,ON PROCESS,3050000,3050000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10815649000,65480988,2026,Non Tender,APBD,CV. RADJA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Banjaran - Genteng),BERLANGSUNG,398228318,398228318
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,01KGRAMTY42G24G770XADNRZE0,65210814,2026,E-Katalog 6.0,BLUD,BERNOFARM,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Ligung),PAYMENT OUTSIDE SYSTEM,1700076,1700076
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KP2R3RBX1TRMG7EAFM2BGTDV,66809015,2026,E-Katalog 6.0,APBD,ALUKY,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,3562500,3562500
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KK8KHKA1TS7ZJ60SK0C3TAQM,64088686,2026,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,11400000,11400000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10815648000,65481127,2026,Non Tender,APBD,CV. HASBI KARYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Banjaran - Sarangpeuteuy),BERLANGSUNG,398570753,398570753
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KGE5SGBZ4V8XBF38BEKW2JXB,62933469,2026,E-Katalog 6.0,APBD,KIWARI PRODUCTION,E-Purchasing,Jasa Lainnya,Belanja Jasa Penyelenggara Acara,ON PROCESS,100000000,100000000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,01KK39J3YTK2YGM79HCKAFP1ZV,64508213,2026,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,ON PROCESS,16800000,16800000
KAB. MAJALENGKA,"DINAS KETENAGAKERJAAN, KOPERASI DAN USAHA KECIL MENENGAH - 2.07.2.17.3.32.07.0000",01KP5X41MVKJXCQMTZH2YG3545,65002014,2026,E-Katalog 6.0,APBD,BATARA RAHAYU DIPANAGARA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,30400000,30400000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KKAQCZP5Y5VGGWVPMP3QSDBG,65060727,2026,E-Katalog 6.0,APBD,BADUL,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Komputer-Peralatan Komputer-Peralatan Personal Computer,ON PROCESS,1998000,1998000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,01KGGRTX1RP9NAWV1N27PRCQYD,64024823,2026,E-Katalog 6.0,APBD,NRF,E-Purchasing,Barang,Belanja Natura dan Pakan-Natura,ON PROCESS,29987849,29987849
KAB. MAJALENGKA,PUSKESMAS KERTAJATI - 1.02.0.00.0.00.01.0009,01KKTFVY99287VXJD1HF8X6TWW,64228277,2026,E-Katalog 6.0,APBD,PT MULAWARMAN KESADA MEDICALINDO,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,1076700,1076700
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KN1K09TRBRWGSRGEQMS9EG5X,65500568,2026,E-Katalog 6.0,BLUD,MUSTIKA SARANA PIRANTI,E-Purchasing,Barang,"Penyediaan Barang, Belanja Bahan-Bahan dan Alat Sediaan Farmasi (BMHP) E-Purchasing RSUD Majalengka",ON PROCESS,6223060,6223060
KAB. MAJALENGKA,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.01.0000,01KN116YHK9N2N5BEP7PXGAVZE,64030466,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,2050000,2050000
KAB. MAJALENGKA,DINAS LINGKUNGAN HIDUP - 2.11.1.03.0.00.01.0000,10777040000,65496383,2026,Non Tender,APBD,TRILOKA UTAMA KARYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Pemeliharaan Bangunan Gedung-Bangunan Gedung Tempat Kerja-Taman [ - ] Perbaikan dan Pembuatan Nama-nama Fasilitas Umum,SELESAI,114470500,114470500
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10788277000,65534037,2026,Non Tender,APBD,CV. PRINGGANDANI,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Imam Bonjol),SELESAI,298587336,298587336
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,01KNKG0MSG9ZQA8FZ6E8GQDV0X,66297983,2026,E-Katalog 6.0,APBD,PUTRA JAYA MANDIRI,E-Purchasing,Barang,Belanja Bahan-Isi Tabung Gas ,ON PROCESS,500000,500000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KKK3D7SFV9FNWAA03KJ2K952,64110117,2026,E-Katalog 6.0,APBD,KIWARI PRODUCTION,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,2086875,2086875
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,01KMM8W9TXFNYFCPBG3MHBEBRW,66006092,2026,E-Katalog 6.0,BLUD,SYSMEX INDONESIA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Sukahaji),ON PROCESS,1258740,0
KAB. MAJALENGKA,PUSKESMAS KASOKANDEL - 1.02.0.00.0.00.01.0022,01KP4W7WMY3FTQWXMKZVY2582S,65064925,2026,E-Katalog 6.0,BLUD,ALHAMDULILLAH,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD (Puskesmas Kasokandel),ON PROCESS,7500000,7500000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10773800000,63494768,2026,Non Tender,APBD,CV. DINAMIS,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi (Belanja Bahan Untuk Unit Reaksi Cepat UPTD Bantarujeg (Tahap 2)),SELESAI,99275348,0
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,01KNK5WBZY16Y0CRP5Z2S9MF16,66843500,2026,E-Katalog 6.0,APBD,ALAKSMI JAYA,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat_Pengelolaan Pelayanan Kesehatan Ibu Hamil_Kelas Ibu Balita,ON PROCESS,1960000,1960000
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,01KPD8Y5T1ND41P7CM7QVTZ50V,62521049,2026,E-Katalog 6.0,BLUD,SARI TANI SERA,E-Purchasing,Barang,Belanja Barang dan Jasa UPTD Puskesmas Sindangwangi,ON PROCESS,1830000,1830000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,01KKDA8AKG4GRSE992WV29YGJT,64023617,2026,E-Katalog 6.0,APBD,NRF,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,4470000,4470000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,10797475000,62630975,2026,Non Tender,APBD,CV. POLA KARYA PRATAMA,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Belanja Jasa Konsultansi Perencanaan Arsitektur-Jasa Penilai Perawatan dan Kelayakan Bangunan Gedung,SELESAI,98512500,98512500
KAB. MAJALENGKA,PUSKESMAS BANTARUJEG - 1.02.0.00.0.00.01.0030,01KN1AWS9NSNFQ2R7KAKJYEJY7,64281298,2026,E-Katalog 6.0,APBD,ALKES INDO TRIMITRA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,33918270,33918270
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01KJEMNJ28SAX3T5BA8348JDYQ,65499997,2026,E-Katalog 6.0,BLUD,ETANA BIOTECHNOLOGIES INDONESIA,E-Purchasing,Barang,"Penyediaan Barang, Belanja Obat-obatan E-Purchasing RSUD Majalengka",ON PROCESS,5751798,5751798
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,01KPANC193CBKM1RWA7M2PBYTC,64023616,2026,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,2700000,2700000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,01KF9VW3SZ1X0H0FGYR3T73NBD,63648091,2026,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,BOK_BELANJA SNACK KELAS IBU BALITA_PENGELOLAAN KESEHATAN IBU HAMIL_UPTD PUSKESMAS BALIDA TA. 2026,PAYMENT OUTSIDE SYSTEM,5775000,5775000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.04.0000,01KKJPJ13P3DWZPKP2WTVF4KEF,62527178,2026,E-Katalog 6.0,APBD,KREASI GEMILANG,E-Purchasing,Barang," Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik",ON PROCESS,42013500,42013500
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,01KP4WPXGTHV6ZKEWTASB69V7D,66824067,2026,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Ligung),ON PROCESS,1662500,1662500
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KKK1FX1RC3VAPCKRZ0Z8J71X,66333010,2026,E-Katalog 6.0,APBD,TIGA PUTRI MAJA,E-Purchasing,Jasa Lainnya,Belanja Sewa Alat Rumah Tangga Lainnya (Home Use),ON PROCESS,89528160,89528160
KAB. MAJALENGKA,PUSKESMAS BANTARUJEG - 1.02.0.00.0.00.01.0030,01KNJRBNP1W5XM9X0X7H5MGSRB,64281597,2026,E-Katalog 6.0,APBD,IRMA DEWI,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,ON PROCESS,38640000,38640000
KAB. MAJALENGKA,DINAS PARIWISATA DAN KEBUDAYAAN - 3.26.2.22.0.00.01.0000,01KEGFXDHBZWD4X5YS34JBY3FZ,63125001,2026,E-Katalog 6.0,APBD,DUA PUTRA,E-Purchasing,Barang,Pemeliharaan Peralatan dan Mesin Lainnya,ON PROCESS,3500000,3500000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,01KPD404XEZ9HHJ5CYWTSNJDN2,66871378,2026,E-Katalog 6.0,APBD,BAYOR JAYA,E-Purchasing,Barang,Belanja Sewa Alat Kantor Lainnya,ON PROCESS,16499996,16499996
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01KFZB8RNNEQGNAXMN90SDFNW9,64989677,2026,E-Katalog 6.0,APBD,TRISARANA ADYATAMA MITRA,E-Purchasing,Jasa Lainnya,Belanja Jasa Tenaga Supir,ON PROCESS,226620000,226620000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,01KNGE6BR0K6R7571C1G9KNBKJ,66826937,2026,E-Katalog 6.0,BLUD,KENARA PELITA RAYA,E-Purchasing,Barang,BLUD_BELANJA BARANG DAN JASA_UPTD PUSKESMAS BALIDA TA. 2026,ON PROCESS,2945000,2945000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KG6NS5DF0VG0EM23GCKEGQ65,64022691,2026,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Pihak Ketiga/Pihak Lain,ON PROCESS,34988380,34988380
